Date,Action,Price,Quantity,Cash,Portfolio_Value
2021-03-11,Buy,237.1300048828125,487.0,130.57393646240234,115612.88631439209
2021-03-18,Sell,230.72000122070312,0.0,112491.21453094482,112491.21453094482
2021-03-23,Buy,237.5800018310547,473.0,115.87366485595703,112491.21453094482
2021-03-24,Sell,235.4600067138672,0.0,111488.45684051514,111488.45684051514
2021-04-01,Buy,242.35000610351562,460.0,7.454032897949219,111488.45684051514
2021-05-05,Sell,246.47000122070312,0.0,113383.65459442139,113383.65459442139
2021-05-06,Buy,249.72999572753906,454.0,6.236534118652344,113383.65459442139
2021-05-10,Sell,247.17999267578125,0.0,112225.95320892334,112225.95320892334
2021-05-24,Buy,250.77999877929688,447.0,127.29375457763672,112225.95320892334
2021-05-27,Sell,249.30999755859375,0.0,111568.86266326904,111568.86266326904
2021-06-07,Buy,253.80999755859375,439.0,146.27373504638672,111568.86266326904
2021-09-20,Sell,294.29998779296875,0.0,129343.96837615967,129343.96837615967
2021-09-22,Buy,298.5799865722656,433.0,58.834190368652344,129343.96837615967
2021-09-27,Sell,294.1700134277344,0.0,127434.45000457764,127434.45000457764
2021-10-14,Buy,302.75,420.0,279.4500045776367,127434.45000457764
2021-12-03,Sell,323.010009765625,0.0,135943.65410614014,135943.65410614014
2021-12-06,Buy,326.19000244140625,416.0,248.61309051513672,135943.65410614014
2021-12-14,Sell,328.3399963378906,0.0,136838.05156707764,136838.05156707764
2021-12-15,Buy,334.6499938964844,408.0,300.8540573120117,136838.05156707764
2021-12-16,Sell,324.8999938964844,0.0,132860.05156707764,132860.05156707764
2021-12-22,Buy,333.20001220703125,398.0,246.44670867919922,132860.05156707764
2022-01-04,Sell,329.010009765625,0.0,131192.43059539795,131192.43059539795
2022-03-18,Buy,300.42999267578125,436.0,204.95378875732422,131192.43059539795
2022-04-11,Sell,285.260009765625,0.0,124578.31804656982,124578.31804656982
2022-06-24,Buy,267.70001220703125,465.0,97.81237030029297,124578.31804656982
2022-06-28,Sell,256.4800109863281,0.0,119361.01747894287,119361.01747894287
2022-07-05,Buy,262.8500061035156,454.0,27.114707946777344,119361.01747894287
2022-07-12,Sell,253.6699981689453,0.0,115193.29387664795,115193.29387664795
2022-07-20,Buy,262.2699890136719,439.0,56.768699645996094,115193.29387664795
2022-07-25,Sell,258.8299865722656,0.0,113683.1328048706,113683.1328048706
2022-07-28,Buy,276.4100036621094,411.0,78.62129974365234,113683.1328048706
2022-08-26,Sell,268.0899963378906,0.0,110263.6097946167,110263.6097946167
2022-10-24,Buy,247.25,445.0,237.35979461669922,110263.6097946167
2022-10-26,Sell,231.32000732421875,0.0,103174.76305389404,103174.76305389404
2022-11-10,Buy,242.97999572753906,424.0,151.24486541748047,103174.76305389404
2022-12-19,Sell,240.4499969482422,0.0,102102.04357147217,102102.04357147217
2022-12-20,Buy,241.8000030517578,422.0,62.442283630371094,102102.04357147217
2022-12-22,Sell,238.19000244140625,0.0,100578.62331390381,100578.62331390381
2023-01-23,Buy,242.5800018310547,414.0,150.50255584716797,100578.62331390381
2023-01-25,Sell,240.61000061035156,0.0,99763.04280853271,99763.04280853271
2023-01-26,Buy,248.0,402.0,67.04280853271484,99763.04280853271
2023-03-01,Sell,246.27000427246094,0.0,99067.58452606201,99067.58452606201
2023-03-02,Buy,251.11000061035156,394.0,130.2442855834961,99067.58452606201
2023-03-10,Sell,248.58999633789062,0.0,98074.7028427124,98074.7028427124
2023-03-13,Buy,253.9199981689453,386.0,61.58354949951172,98074.7028427124
2023-07-26,Sell,337.7699890136719,0.0,130440.79930877686,130440.79930877686
2023-09-05,Buy,333.54998779296875,391.0,22.75408172607422,130440.79930877686
2023-09-07,Sell,329.9100036621094,0.0,129017.56551361084,129017.56551361084
2023-09-08,Buy,334.2699890136719,385.0,323.61974334716797,129017.56551361084
2023-09-18,Sell,329.05999755859375,0.0,127011.71880340576,127011.71880340576
2023-10-06,Buy,327.260009765625,388.0,34.83501434326172,127011.71880340576
