Date,Action,Price,Quantity,Cash,Portfolio_Value
2021-01-07,Buy,88.71700286865234,1650.0,80.28845596313477,146463.3431892395
2021-01-11,Sell,87.81449890136719,0.0,144974.211643219,144974.211643219
2021-01-21,Buy,94.2074966430664,1538.0,83.08180618286133,144974.211643219
2021-03-18,Sell,101.06700134277344,0.0,155524.1298713684,155524.1298713684
2021-04-01,Buy,106.48899841308594,1460.0,50.19218826293945,155524.1298713684
2021-05-12,Sell,110.01249694824219,0.0,160668.43773269653,160668.43773269653
2021-05-13,Buy,111.4520034790039,1441.0,66.1007194519043,160668.43773269653
2021-09-20,Sell,138.71949768066406,0.0,199960.89687728882,199960.89687728882
2021-09-22,Buy,140.2834930419922,1425.0,56.91929244995117,199960.89687728882
2021-09-28,Sell,135.8300018310547,0.0,193614.67190170288,193614.67190170288
2021-10-14,Buy,141.1510009765625,1371.0,96.64956283569336,193614.67190170288
2021-10-22,Sell,137.56649780273438,0.0,188700.31805038452,188700.31805038452
2021-10-27,Buy,146.21749877929688,1290.0,79.74462509155273,188700.31805038452
2021-11-26,Sell,142.18299865722656,0.0,183495.81289291382,183495.81289291382
2021-11-29,Buy,145.53050231933594,1260.0,127.37997055053711,183495.81289291382
2021-11-30,Sell,141.8975067138672,0.0,178918.2384300232,178918.2384300232
2021-12-07,Buy,147.26950073242188,1214.0,133.0645408630371,178918.2384300232
2021-12-14,Sell,143.90699768066406,0.0,174836.1597251892,174836.1597251892
2021-12-15,Buy,146.4409942626953,1193.0,132.05356979370117,174836.1597251892
2021-12-16,Sell,144.44500732421875,0.0,172454.94730758667,172454.94730758667
2021-12-22,Buy,146.4149932861328,1177.0,124.50020980834961,172454.94730758667
2021-12-31,Sell,144.8520050048828,0.0,170615.31010055542,170615.31010055542
2022-02-02,Buy,148.0,1152.0,119.31010055541992,170615.31010055542
2022-02-07,Sell,139.2010040283203,0.0,160478.86674118042,160478.86674118042
2022-02-09,Buy,141.5919952392578,1133.0,55.13613510131836,160478.86674118042
2022-02-10,Sell,138.6199951171875,0.0,157111.59060287476,157111.59060287476
2022-03-18,Buy,136.12550354003906,1154.0,22.759517669677734,157111.59060287476
2022-04-08,Sell,133.28750610351562,0.0,153836.5415611267,153836.5415611267
2022-06-08,Buy,117.19400024414062,1312.0,78.01324081420898,153836.5415611267
2022-06-09,Sell,114.83550262451172,0.0,150742.19268417358,150742.19268417358
2022-06-24,Buy,117.9749984741211,1277.0,88.11963272094727,150742.19268417358
2022-06-28,Sell,112.00749969482422,0.0,143121.69674301147,143121.69674301147
2022-07-05,Buy,113.26300048828125,1263.0,70.52712631225586,143121.69674301147
2022-07-13,Sell,111.35350036621094,0.0,140709.99808883667,140709.99808883667
2022-07-19,Buy,113.80999755859375,1236.0,40.84110641479492,140709.99808883667
2022-07-22,Sell,107.9000015258789,0.0,133405.24299240112,133405.24299240112
2022-07-27,Buy,113.05999755859375,1179.0,107.5058708190918,133405.24299240112
2022-08-22,Sell,114.23999786376953,0.0,134796.46335220337,134796.46335220337
2022-08-25,Buy,116.6500015258789,1155.0,65.71158981323242,134796.46335220337
2022-08-26,Sell,110.33999633789062,0.0,127508.4073600769,127508.4073600769
2022-10-24,Buy,102.5199966430664,1243.0,76.05153274536133,127508.4073600769
2022-10-26,Sell,94.93000030517578,0.0,118074.04191207886,118074.04191207886
2022-11-15,Buy,98.44000244140625,1199.0,44.47898483276367,118074.04191207886
2022-11-21,Sell,95.5999984741211,0.0,114668.87715530396,114668.87715530396
2022-11-22,Buy,97.05000305175781,1181.0,52.823551177978516,114668.87715530396
2022-11-28,Sell,96.05000305175781,0.0,113487.87715530396,113487.87715530396
2022-11-30,Buy,100.98999786376953,1123.0,76.10955429077148,113487.87715530396
2022-12-07,Sell,94.94000244140625,0.0,106693.73229598999,106693.73229598999
2023-01-19,Buy,93.05000305175781,1146.0,58.42879867553711,106693.73229598999
2023-02-21,Sell,91.79000091552734,0.0,105249.76984786987,105249.76984786987
2023-03-06,Buy,95.12999725341797,1106.0,35.99288558959961,105249.76984786987
2023-03-07,Sell,93.86000061035156,0.0,103845.15356063843,103845.15356063843
2023-03-15,Buy,96.11000061035156,1080.0,46.352901458740234,103845.15356063843
2023-06-26,Sell,118.33999633789062,0.0,127853.54894638062,127853.54894638062
2023-06-28,Buy,120.18000030517578,1063.0,102.20862197875977,127853.54894638062
2023-06-29,Sell,119.0999984741211,0.0,126705.50699996948,126705.50699996948
2023-07-05,Buy,121.75,1040.0,85.50699996948242,126705.50699996948
2023-07-06,Sell,120.11000061035156,0.0,124999.90763473511,124999.90763473511
2023-07-13,Buy,124.54000091552734,1003.0,86.28671646118164,124999.90763473511
2023-07-19,Sell,122.02999877929688,0.0,122482.37549209595,122482.37549209595
2023-07-25,Buy,122.20999908447266,1002.0,27.956409454345703,122482.37549209595
2023-09-21,Sell,130.44000244140625,0.0,130728.83885574341,130728.83885574341
2023-10-02,Buy,134.1699981689453,974.0,47.26063919067383,130728.83885574341
2023-10-03,Sell,132.42999267578125,0.0,129034.07350540161,129034.07350540161
2023-10-04,Buy,135.24000549316406,954.0,15.108264923095703,129034.07350540161
2023-10-25,Sell,125.61000061035156,0.0,119847.04884719849,119847.04884719849
